Player,Tm,Year,G,MP,PER,BPM,VORP
Ayo Dosunmu,CHI,2022,5,86,6.0,-5.3,-0.1
Goran DragiÄ,BRK,2022,4,79,19.3,1.1,0.1
Andre Drummond,BRK,2022,4,60,10.0,-3.2,0.0
Kevin Durant,BRK,2022,4,176,13.6,-2.9,0.0
Anthony Edwards,MIN,2022,6,227,17.8,3.5,0.3
Kessler Edwards,BRK,2022,2,7,-2.2,-4.4,0.0
Joel Embiid,PHI,2022,10,385,19.1,0.1,0.2
Dorian Finney-Smith,DAL,2022,18,688,12.6,1.0,0.5
Malik Fitts,BOS,2022,9,16,20.2,8.3,0.0
Malachi Flynn,TOR,2022,6,36,-5.7,-14.4,-0.1
Bryn Forbes,DEN,2022,5,76,7.8,-2.8,0.0
Danilo Gallinari,ATL,2022,5,112,10.8,-1.8,0.0
Rudy Gobert,UTA,2022,6,197,19.4,2.3,0.2
Aaron Gordon,DEN,2022,5,160,15.7,-1.3,0.0
Devonte' Graham,NOP,2022,6,60,11.5,-1.1,0.0
Danny Green,PHI,2022,12,319,9.9,1.3,0.3
Draymond Green,GSW,2022,22,703,12.3,0.9,0.5
JaMychal Green,DEN,2022,5,69,6.7,-7.1,-0.1
Javonte Green,CHI,2022,5,72,4.1,-6.3,-0.1
Jeff Green,DEN,2022,5,113,7.6,-3.3,0.0
Josh Green,DAL,2022,16,121,4.0,-5.0,-0.1
Blake Griffin,BRK,2022,2,25,15.5,3.9,0.0
James Harden,PHI,2022,12,479,16.8,1.9,0.5
Tobias Harris,PHI,2022,12,466,16.2,3.0,0.6
Sam Hauser,BOS,2022,7,15,11.4,1.9,0.0
Jaxson Hayes,NOP,2022,6,83,11.9,-4.9,-0.1
Juancho HernangÃ³mez,UTA,2022,6,56,7.3,0.4,0.0
Willy HernangÃ³mez,NOP,2022,1,2,13.0,-47.7,0.0
Tyler Herro,MIA,2022,15,381,12.6,-1.0,0.1
Haywood Highsmith,MIA,2022,8,31,8.3,0.4,0.0
George Hill,MIL,2022,5,76,0.5,-8.0,-0.1
Aaron Holiday,PHO,2022,6,20,63.8,49.5,0.3
Jrue Holiday,MIL,2022,12,463,13.8,1.6,0.4
Al Horford,BOS,2022,23,815,16.6,6.0,1.7
Danuel House Jr.,UTA,2022,6,112,5.2,-3.4,0.0
Kevin Huerter,ATL,2022,5,154,7.7,-0.8,0.0
De'Andre Hunter,ATL,2022,5,175,16.8,2.9,0.2
Bones Hyland,DEN,2022,5,87,13.6,-1.1,0.0
Serge Ibaka,MIL,2022,6,22,-3.9,-21.1,-0.1
Andre Iguodala,GSW,2022,7,61,8.0,-2.2,0.0
Brandon Ingram,NOP,2022,6,236,21.3,3.9,0.4
Kyrie Irving,BRK,2022,4,170,19.2,2.8,0.2
Jaren Jackson Jr.,MEM,2022,12,332,15.9,0.7,0.2
Isaiah Joe,PHI,2022,7,15,-4.6,-15.0,0.0
Cameron Johnson,PHO,2022,13,320,13.8,0.4,0.2
Jalen Johnson,ATL,2022,2,9,-20.1,-25.2,-0.1
Nikola JokiÄ,DEN,2022,5,171,33.1,10.7,0.6
Derrick Jones Jr.,CHI,2022,5,59,6.0,-5.8,-0.1
Herbert Jones,NOP,2022,6,226,11.6,0.4,0.1
Tyus Jones,MEM,2022,12,262,16.2,3.0,0.3
DeAndre Jordan,PHI,2022,3,31,15.7,1.0,0.0
Maxi Kleber,DAL,2022,18,457,14.0,2.2,0.5
Kevin Knox,ATL,2022,2,9,86.7,62.6,0.2
John Konchar,MEM,2022,8,56,9.5,-1.3,0.0
Furkan Korkmaz,PHI,2022,9,61,14.8,2.6,0.1
Luke Kornet,BOS,2022,9,19,15.9,3.8,0.0
Jonathan Kuminga,GSW,2022,16,138,16.1,-2.0,0.0
Zach LaVine,CHI,2022,4,153,13.8,1.8,0.1
Damion Lee,GSW,2022,16,124,5.8,-5.2,-0.1
Kevon Looney,GSW,2022,22,448,18.3,3.1,0.6
Brook Lopez,MIL,2022,12,332,15.0,1.0,0.2
Kyle Lowry,MIA,2022,10,295,7.8,-2.7,0.0
TimothÃ© Luwawu-Cabarrot,ATL,2022,4,22,3.9,-4.5,0.0
Boban MarjanoviÄ,DAL,2022,3,6,5.4,-16.3,0.0
Naji Marshall,NOP,2022,6,56,15.0,3.0,0.1
Caleb Martin,MIA,2022,17,209,9.3,-2.3,0.0
Wesley Matthews,MIL,2022,12,345,7.3,-0.3,0.1
Tyrese Maxey,PHI,2022,12,485,16.9,2.1,0.5
Skylar Mays,ATL,2022,2,9,18.6,8.2,0.0
CJ McCollum,NOP,2022,6,234,15.5,0.6,0.2
Jaden McDaniels,MIN,2022,6,130,15.3,4.1,0.2
JaVale McGee,PHO,2022,12,133,26.3,3.5,0.2
Jordan McLaughlin,MIN,2022,5,83,21.0,7.7,0.2
De'Anthony Melton,MEM,2022,10,170,8.5,-2.4,0.0
Khris Middleton,MIL,2022,2,72,10.5,0.9,0.1
Patty Mills,BRK,2022,4,72,10.7,0.6,0.0
Paul Millsap,PHI,2022,1,6,5.0,1.1,0.0
Shake Milton,PHI,2022,12,158,15.4,3.7,0.2
Donovan Mitchell,UTA,2022,6,229,19.0,2.8,0.3
Greg Monroe,MIN,2022,2,7,21.5,3.5,0.0
Moses Moody,GSW,2022,13,105,14.0,1.7,0.1
Ja Morant,MEM,2022,9,338,24.3,8.4,0.9
Juwan Morgan,BOS,2022,9,15,4.1,-6.9,0.0
Markieff Morris,MIA,2022,1,3,-39.3,-40.3,0.0
Monte Morris,DEN,2022,5,156,16.1,2.0,0.2
Trey Murphy III,NOP,2022,6,120,10.2,0.5,0.1
Svi Mykhailiuk,TOR,2022,3,5,-9.0,-21.4,0.0
Larry Nance Jr.,NOP,2022,6,130,20.7,3.2,0.2
Aaron Nesmith,BOS,2022,15,52,8.9,-1.7,0.0
Georges Niang,PHI,2022,12,198,7.1,-2.2,0.0
Zeke Nnaji,DEN,2022,2,9,10.8,0.2,0.0
Jaylen Nowell,MIN,2022,1,12,1.6,-9.6,0.0
Frank Ntilikina,DAL,2022,12,125,5.7,-3.7,-0.1
Jordan Nwora,MIL,2022,8,20,-3.2,-11.1,0.0
Royce O'Neale,UTA,2022,6,188,8.0,0.1,0.1
Josh Okogie,MIN,2022,1,2,0.0,-4.8,0.0
Onyeka Okongwu,ATL,2022,5,108,12.7,-1.5,0.0
Victor Oladipo,MIA,2022,15,368,11.5,-0.3,0.2
Eric Paschall,UTA,2022,4,24,14.1,0.8,0.0
Chris Paul,PHO,2022,13,448,22.8,4.9,0.8
Cameron Payne,PHO,2022,13,172,3.4,-9.0,-0.3
Elfrid Payton,PHO,2022,2,8,28.3,13.1,0.0
Gary Payton II,GSW,2022,12,203,20.6,7.4,0.5
Jordan Poole,GSW,2022,22,606,18.8,2.8,0.7
Otto Porter Jr.,GSW,2022,19,371,13.0,2.7,0.4
Bobby Portis,MIL,2022,12,298,13.7,-0.5,0.1
Dwight Powell,DAL,2022,18,249,9.3,-4.4,-0.2
Taurean Prince,MIN,2022,5,65,10.4,-1.0,0.0
Payton Pritchard,BOS,2022,24,309,12.8,1.5,0.3
Paul Reed,PHI,2022,12,140,17.7,2.0,0.1
Naz Reid,MIN,2022,5,54,11.2,-1.9,0.0
Austin Rivers,DEN,2022,5,108,6.1,-2.4,0.0
Duncan Robinson,MIA,2022,13,159,13.2,2.8,0.2
D'Angelo Russell,MIN,2022,6,196,8.5,-2.9,0.0
Landry Shamet,PHO,2022,12,192,8.4,-1.5,0.0
Day'Ron Sharpe,BRK,2022,1,0,,-5.7,0.0
Pascal Siakam,TOR,2022,6,260,19.7,3.0,0.3
Marcus Smart,BOS,2022,21,760,13.1,0.3,0.4
Jaden Springer,PHI,2022,5,13,17.4,0.4,0.0
Nik Stauskas,BOS,2022,13,24,15.5,2.6,0.0
Max Strus,MIA,2022,18,523,10.4,0.5,0.3
Jayson Tatum,BOS,2022,24,983,17.6,4.5,1.6
Garrett Temple,NOP,2022,1,2,6.2,-2.2,0.0
Daniel Theis,BOS,2022,16,200,14.2,0.4,0.1
Cam Thomas,BRK,2022,1,0,,-5.4,0.0
Klay Thompson,GSW,2022,22,792,14.1,0.7,0.6
Tristan Thompson,CHI,2022,5,38,-0.6,-9.9,-0.1
Matisse Thybulle,PHI,2022,9,137,8.9,1.6,0.1
Xavier Tillman Sr.,MEM,2022,9,139,12.1,-0.3,0.1
Juan Toscano-Anderson,GSW,2022,14,49,4.6,-4.4,0.0
Karl-Anthony Towns,MIN,2022,6,222,17.3,0.4,0.1
Gary Trent Jr.,TOR,2022,6,199,12.4,-1.4,0.0
P.J. Tucker,MIA,2022,18,509,12.9,2.2,0.5
Rayjon Tucker,MIL,2022,8,19,1.7,-7.8,0.0
Jonas ValanÄiÅ«nas,NOP,2022,6,175,23.9,3.7,0.3
Jarred Vanderbilt,MIN,2022,6,129,12.0,-0.5,0.0
Fred VanVleet,TOR,2022,4,140,15.7,3.5,0.2
Luca Vildoza,MIL,2022,7,17,17.9,5.5,0.0
Gabe Vincent,MIA,2022,18,423,10.0,-0.3,0.2
Nikola VuÄeviÄ,CHI,2022,5,181,17.6,4.0,0.3
Ish Wainright,PHO,2022,7,26,21.3,6.6,0.1
Yuta Watanabe,TOR,2022,4,10,-5.7,-19.9,0.0
Coby White,CHI,2022,5,98,6.5,-4.5,-0.1
Derrick White,BOS,2022,23,585,10.1,-0.1,0.3
Hassan Whiteside,UTA,2022,6,65,16.7,2.2,0.1
Andrew Wiggins,GSW,2022,22,767,16.0,0.8,0.5
Grant Williams,BOS,2022,24,654,9.5,-0.8,0.2
Patrick Williams,CHI,2022,5,153,11.3,-1.6,0.0
Robert Williams,BOS,2022,17,394,21.7,5.9,0.8
Ziaire Williams,MEM,2022,10,168,11.8,-0.6,0.1
Delon Wright,ATL,2022,5,137,15.9,4.8,0.2
Thaddeus Young,TOR,2022,6,87,14.3,1.7,0.1
Trae Young,ATL,2022,5,186,5.3,-8.1,-0.3
Omer Yurtseven,MIA,2022,9,38,25.8,8.0,0.1
Bam Adebayo,MIA,2023,23,850,15.8,-0.7,0.3
Santi Aldama,MEM,2023,6,101,15.0,4.0,0.2
Nickeil Alexander-Walker,MIN,2023,5,148,7.7,-1.9,0.0
Grayson Allen,MIL,2023,5,149,11.0,-1.1,0.0
Jarrett Allen,CLE,2023,5,191,13.9,2.4,0.2
Kyle Anderson,MIN,2023,4,104,14.9,3.7,0.1
Giannis Antetokounmpo,MIL,2023,3,91,18.8,2.0,0.1
Thanasis Antetokounmpo,MIL,2023,2,5,0.0,-7.5,0.0
Deandre Ayton,PHO,2023,10,319,13.9,-3.5,-0.1
Patrick Baldwin Jr.,GSW,2023,3,11,-4.3,-12.3,0.0
Mo Bamba,LAL,2023,3,10,2.9,-3.1,0.0
Desmond Bane,MEM,2023,6,231,13.3,0.8,0.2
Harrison Barnes,SAC,2023,7,196,12.0,0.0,0.1
RJ Barrett,NYK,2023,11,377,14.6,1.3,0.3
Nicolas Batum,LAC,2023,5,92,7.9,-0.4,0.0
Malik Beasley,LAL,2023,11,91,5.4,-5.7,-0.1
MarJon Beauchamp,MIL,2023,2,5,32.9,14.6,0.0
Saddiq Bey,ATL,2023,6,133,10.9,-2.1,0.0
Bismack Biyombo,PHO,2023,8,78,15.4,-1.5,0.0
Bogdan BogdanoviÄ,ATL,2023,6,157,19.1,6.0,0.3
Devin Booker,PHO,2023,11,459,28.6,10.7,1.5
Brandon Boston Jr.,LAC,2023,1,1,-50.5,-58.2,0.0
Christian Braun,DEN,2023,19,247,9.5,-1.4,0.0
Mikal Bridges,BRK,2023,4,157,16.3,1.4,0.1
Malcolm Brogdon,BOS,2023,19,474,13.4,-1.6,0.0
Dillon Brooks,MEM,2023,6,167,2.4,-7.5,-0.2
Bruce Brown,DEN,2023,20,530,15.5,1.1,0.4
Jaylen Brown,BOS,2023,20,751,15.5,-0.9,0.2
Troy Brown Jr.,LAL,2023,12,124,7.8,-1.4,0.0
Jalen Brunson,NYK,2023,11,443,22.8,7.6,1.1
Thomas Bryant,DEN,2023,1,0,,-4.3,0.0
Jimmy Butler,MIA,2023,22,874,24.0,6.6,1.9
Kentavious Caldwell-Pope,DEN,2023,20,671,11.3,-0.1,0.3
Vlatko ÄanÄar,DEN,2023,5,10,-13.1,-20.9,0.0
Clint Capela,ATL,2023,6,151,16.5,-0.2,0.1
Jevon Carter,MIL,2023,4,49,2.6,-7.7,-0.1
Justin Champagnie,BOS,2023,4,10,-7.4,-19.2,0.0
Max Christie,LAL,2023,9,33,15.6,2.0,0.0
Nic Claxton,BRK,2023,4,117,18.5,3.5,0.2
Amir Coffey,LAC,2023,1,1,0.0,-5.5,0.0
John Collins,ATL,2023,6,164,10.1,-3.5,-0.1
Mike Conley,MIN,2023,5,183,13.3,0.6,0.1
Pat Connaughton,MIL,2023,4,88,21.3,7.3,0.2
Robert Covington,LAC,2023,2,12,-1.9,-7.6,0.0
Torrey Craig,PHO,2023,11,183,14.1,1.8,0.2
Jae Crowder,MIL,2023,4,41,0.0,-11.8,-0.1
Seth Curry,BRK,2023,3,58,13.8,0.9,0.0
Stephen Curry,GSW,2023,13,493,20.4,6.5,1.1
Anthony Davis,LAL,2023,16,608,24.0,5.7,1.2
Terence Davis,SAC,2023,4,58,10.2,0.7,0.0
Dewayne Dedmon,PHI,2023,1,5,-20.0,-27.6,0.0
Spencer Dinwiddie,BRK,2023,4,159,12.8,-1.3,0.0
Donte DiVincenzo,GSW,2023,13,235,10.4,0.1,0.1
PJ Dozier,SAC,2023,3,6,40.9,24.1,0.0
Goran DragiÄ,MIL,2023,2,7,16.4,-3.5,0.0
David Duke Jr.,BRK,2023,1,5,-15.4,-37.3,0.0
Kevin Durant,PHO,2023,11,466,21.1,4.6,0.8
Anthony Edwards,MIN,2023,5,199,27.5,10.4,0.6
Kessler Edwards,SAC,2023,6,7,1.7,-6.2,0.0
Joel Embiid,PHI,2023,9,336,20.3,1.9,0.3
Dorian Finney-Smith,BRK,2023,4,101,8.5,-1.2,0.0
De'Aaron Fox,SAC,2023,7,270,18.9,5.0,0.5
Wenyen Gabriel,LAL,2023,10,37,12.0,-6.4,0.0
Darius Garland,CLE,2023,5,189,13.3,1.2,0.2
Rudy Gobert,MIN,2023,5,177,18.2,0.3,0.1
Aaron Gordon,DEN,2023,20,713,14.1,-0.2,0.3
Eric Gordon,LAC,2023,5,149,9.2,-1.3,0.0
Danny Green,CLE,2023,4,40,1.7,-4.8,0.0
Draymond Green,GSW,2023,12,367,14.6,2.8,0.5
JaMychal Green,GSW,2023,7,49,5.6,-6.1,-0.1
Jeff Green,DEN,2023,20,343,6.8,-3.8,-0.2
Blake Griffin,BOS,2023,1,6,-3.3,-18.1,0.0
Quentin Grimes,NYK,2023,9,242,5.5,-2.4,0.0
Rui Hachimura,LAL,2023,16,388,16.0,2.2,0.4
James Harden,PHI,2023,11,427,18.5,4.1,0.6
Montrezl Harrell,PHI,2023,2,7,-16.0,-25.0,0.0
Joe Harris,BRK,2023,4,44,-5.4,-15.6,-0.2
Tobias Harris,PHI,2023,11,392,16.1,1.4,0.3
Shaquille Harrison,LAL,2023,8,28,22.2,2.8,0.0
Josh Hart,NYK,2023,11,353,10.8,-0.9,0.1
Isaiah Hartenstein,NYK,2023,11,220,13.5,2.5,0.2
Udonis Haslem,MIA,2023,2,3,-36.0,-51.1,0.0
Sam Hauser,BOS,2023,15,104,9.3,-2.2,0.0
Tyler Herro,MIA,2023,1,19,20.4,2.8,0.0
Haywood Highsmith,MIA,2023,18,161,17.0,4.7,0.3
Aaron Holiday,ATL,2023,1,4,-4.9,-11.6,0.0
Jrue Holiday,MIL,2023,5,191,13.7,-1.4,0.0
Al Horford,BOS,2023,20,617,12.8,2.8,0.7
Danuel House Jr.,PHI,2023,7,42,9.9,-5.3,0.0
Kevin Huerter,SAC,2023,7,183,6.6,-4.1,-0.1
De'Andre Hunter,ATL,2023,6,224,10.8,-3.1,-0.1
Bones Hyland,LAC,2023,5,82,8.0,-6.8,-0.1
Joe Ingles,MIL,2023,5,89,12.2,0.2,0.1
Jaren Jackson Jr.,MEM,2023,6,220,14.1,-0.1,0.1
Reggie Jackson,DEN,2023,6,18,9.7,1.7,0.0
LeBron James,LAL,2023,16,619,22.6,7.6,1.5
DaQuan Jeffries,NYK,2023,2,5,-6.7,-20.1,0.0
Cameron Johnson,BRK,2023,4,152,16.4,3.2,0.2
Jalen Johnson,ATL,2023,6,56,13.9,1.8,0.1
Nikola JokiÄ,DEN,2023,20,789,31.2,12.8,3.0
Tyus Jones,MEM,2023,6,120,7.9,-2.3,0.0
DeAndre Jordan,DEN,2023,4,14,8.8,-2.6,0.0
Nikola JoviÄ,MIA,2023,7,13,3.8,-9.6,0.0
Luke Kennard,MEM,2023,5,107,15.1,4.8,0.2
Nathan Knight,MIN,2023,2,5,-11.0,-25.9,0.0
John Konchar,MEM,2023,5,49,5.3,-2.0,0.0
Furkan Korkmaz,PHI,2023,3,11,-0.1,-9.8,0.0
Luke Kornet,BOS,2023,8,32,28.5,8.2,0.1
Jonathan Kuminga,GSW,2023,10,61,15.6,0.7,0.0
Anthony Lamb,GSW,2023,6,31,3.7,-6.0,0.0
Jock Landale,PHO,2023,7,113,16.2,0.1,0.1
Damion Lee,PHO,2023,8,89,5.2,-4.5,-0.1
Alex Len,SAC,2023,7,54,11.2,-5.0,0.0
Kawhi Leonard,LAC,2023,2,80,29.9,13.8,0.3
Meyers Leonard,MIL,2023,2,5,-5.1,-15.7,0.0
Caris LeVert,CLE,2023,5,170,12.4,2.1,0.2
Kenneth Lofton Jr.,MEM,2023,4,12,12.2,-0.2,0.0
Kevon Looney,GSW,2023,13,325,18.8,3.1,0.4
Brook Lopez,MIL,2023,5,182,18.4,1.4,0.2
Robin Lopez,CLE,2023,2,6,46.9,16.4,0.0
Kevin Love,MIA,2023,20,359,13.7,1.3,0.3
Kyle Lowry,MIA,2023,23,599,13.4,1.8,0.6
Trey Lyles,SAC,2023,7,118,12.6,0.3,0.1
Terance Mann,LAC,2023,5,133,13.2,1.5,0.1
Caleb Martin,MIA,2023,23,694,15.3,2.3,0.8
Wesley Matthews,MIL,2023,2,41,11.3,4.8,0.1
Tyrese Maxey,PHI,2023,11,423,16.8,2.2,0.5
Miles McBride,NYK,2023,8,20,4.5,-0.9,0.0
Jalen McDaniels,PHI,2023,8,102,5.2,-5.0,-0.1
Jordan McLaughlin,MIN,2023,2,14,-7.5,-18.1,-0.1
De'Anthony Melton,PHI,2023,11,274,12.6,1.9,0.3
Chimezie Metu,SAC,2023,3,6,2.1,-12.7,0.0
Khris Middleton,MIL,2023,5,173,19.1,1.6,0.2
Patty Mills,BRK,2023,1,5,-20.4,-26.0,0.0
Shake Milton,PHI,2023,6,21,17.5,3.2,0.0
Josh Minott,MIN,2023,1,6,6.1,-1.9,0.0
Davion Mitchell,SAC,2023,7,140,9.6,-0.9,0.0
Donovan Mitchell,CLE,2023,5,207,15.7,4.8,0.4
Evan Mobley,CLE,2023,5,188,9.5,-2.2,0.0
Malik Monk,SAC,2023,7,205,18.3,3.3,0.3
Moses Moody,GSW,2023,12,161,16.7,4.8,0.3
Wendell Moore Jr.,MIN,2023,1,2,-26.6,-33.9,0.0
Ja Morant,MEM,2023,5,187,18.4,6.3,0.4
Marcus Morris,LAC,2023,3,68,6.1,-7.4,-0.1
Dejounte Murray,ATL,2023,5,190,20.5,5.1,0.3
Jamal Murray,DEN,2023,20,799,21.6,4.8,1.4
Keegan Murray,SAC,2023,7,194,11.4,0.0,0.1
Mike Muscala,BOS,2023,6,21,17.9,4.9,0.0
Raul Neto,CLE,2023,2,7,-18.2,-23.9,0.0
Georges Niang,PHI,2023,11,157,6.4,-3.9,-0.1
Zeke Nnaji,DEN,2023,5,12,12.4,2.2,0.0
Jaylen Nowell,MIN,2023,5,62,-1.1,-12.2,-0.2
Royce O'Neale,BRK,2023,4,118,5.5,-3.7,-0.1
Josh Okogie,PHO,2023,10,175,9.3,-2.3,0.0
Onyeka Okongwu,ATL,2023,6,131,14.0,-1.9,0.0
Isaac Okoro,CLE,2023,5,75,12.8,2.4,0.1
Victor Oladipo,MIA,2023,2,45,14.7,-5.3,0.0
Cedi Osman,CLE,2023,5,93,6.7,-2.8,0.0
Chris Paul,PHO,2023,7,250,14.7,0.8,0.2
Cameron Payne,PHO,2023,7,152,10.3,-1.7,0.0
Gary Payton II,GSW,2023,12,192,17.7,2.9,0.2
Mason Plumlee,LAC,2023,5,91,26.6,7.6,0.2
Jordan Poole,GSW,2023,13,284,9.6,-3.9,-0.1
Michael Porter Jr.,DEN,2023,20,654,13.4,-0.3,0.3
Bobby Portis,MIL,2023,5,107,16.2,-0.8,0.0
Norman Powell,LAC,2023,5,167,17.6,1.2,0.1
Jason Preston,LAC,2023,1,1,0.0,-7.6,0.0
Taurean Prince,MIN,2023,5,100,8.3,-4.0,0.0
Payton Pritchard,BOS,2023,10,57,18.4,5.0,0.1
Immanuel Quickley,NYK,2023,8,175,7.4,-3.7,-0.1
Julius Randle,NYK,2023,10,330,11.5,-0.8,0.1
Austin Reaves,LAL,2023,16,579,15.4,2.2,0.6
Paul Reed,PHI,2023,11,157,20.3,1.7,0.1
Austin Rivers,MIN,2023,4,46,7.8,-2.2,0.0
Duncan Robinson,MIA,2023,23,418,14.0,2.3,0.5
Mitchell Robinson,NYK,2023,11,298,16.8,1.4,0.3
David Roddy,MEM,2023,6,76,6.2,-1.6,0.0
Derrick Rose,NYK,2023,1,3,-43.9,-56.2,0.0
Terrence Ross,PHO,2023,6,69,3.8,-6.8,-0.1
Ricky Rubio,CLE,2023,3,17,-6.5,-14.7,-0.1
D'Angelo Russell,LAL,2023,16,473,12.2,-1.7,0.0
Domantas Sabonis,SAC,2023,7,243,15.9,0.7,0.2
Dennis SchrÃ¶der,LAL,2023,16,417,7.9,-3.4,-0.1
Landry Shamet,PHO,2023,10,184,6.3,-4.3,-0.1
Day'Ron Sharpe,BRK,2023,2,20,19.8,7.2,0.0
Marcus Smart,BOS,2023,20,679,15.4,0.8,0.5
Ish Smith,DEN,2023,4,12,4.2,-6.9,0.0
Jaden Springer,PHI,2023,4,17,19.1,3.5,0.0
Lamar Stevens,CLE,2023,2,9,23.9,13.8,0.0
Max Strus,MIA,2023,23,648,9.8,-1.4,0.1
Edmond Sumner,BRK,2023,1,4,8.4,0.2,0.0
Jayson Tatum,BOS,2023,20,799,22.6,5.3,1.5
Cam Thomas,BRK,2023,2,16,1.9,-13.2,0.0
Klay Thompson,GSW,2023,13,468,9.3,-2.6,-0.1
Tristan Thompson,LAL,2023,6,32,10.3,-6.8,0.0
Xavier Tillman Sr.,MEM,2023,6,183,14.2,3.2,0.2
Obi Toppin,NYK,2023,11,175,14.6,3.2,0.2
Karl-Anthony Towns,MIN,2023,5,180,12.2,-3.8,-0.1
P.J. Tucker,PHI,2023,11,294,9.5,1.0,0.2
Jarred Vanderbilt,LAL,2023,15,247,10.3,-1.2,0.0
Gabe Vincent,MIA,2023,22,672,10.5,-1.5,0.1
Dean Wade,CLE,2023,2,11,7.8,-1.6,0.0
Ish Wainright,PHO,2023,6,21,1.2,-5.6,0.0
Lonnie Walker IV,LAL,2023,13,179,13.1,1.0,0.1
T.J. Warren,PHO,2023,6,81,4.6,-4.5,-0.1
Yuta Watanabe,BRK,2023,1,5,0.8,-15.1,0.0
Peyton Watson,DEN,2023,5,14,10.6,-2.1,0.0
Russell Westbrook,LAC,2023,5,192,17.6,2.1,0.2
Derrick White,BOS,2023,20,593,16.2,3.0,0.8
Andrew Wiggins,GSW,2023,13,442,13.3,-0.9,0.1
Grant Williams,BOS,2023,15,265,12.0,1.1,0.2
Robert Williams,BOS,2023,20,417,19.6,3.4,0.6
Ziaire Williams,MEM,2023,4,12,-2.4,-8.2,0.0
Trae Young,ATL,2023,6,230,21.1,3.6,0.3
Omer Yurtseven,MIA,2023,8,16,5.5,-13.1,0.0
Cody Zeller,MIA,2023,21,174,7.5,-6.8,-0.2
Ivica Zubac,LAC,2023,5,130,14.1,-2.3,0.0
Precious Achiuwa,NYK,2024,9,184,12.4,-3.5,-0.1
Bam Adebayo,MIA,2024,5,192,18.2,2.1,0.2
Nickeil Alexander-Walker,MIN,2024,16,378,8.7,-1.3,0.1
Grayson Allen,PHO,2024,2,43,4.5,-5.5,0.0
Jarrett Allen,CLE,2024,4,127,27.2,8.4,0.3
Jose Alvarado,NOP,2024,4,62,-0.2,-6.0,-0.1
Kyle Anderson,MIN,2024,15,231,14.5,2.3,0.3
Thanasis Antetokounmpo,MIL,2024,2,5,15.7,12.1,0.0
Cole Anthony,ORL,2024,7,103,5.9,-4.8,-0.1
OG Anunoby,NYK,2024,9,324,13.9,0.4,0.2
Paolo Banchero,ORL,2024,7,262,18.9,4.7,0.4
Nicolas Batum,PHI,2024,6,170,9.4,-0.4,0.1
Bradley Beal,PHO,2024,4,154,9.9,-3.8,-0.1
Malik Beasley,MIL,2024,6,131,12.8,-0.5,0.1
MarJon Beauchamp,MIL,2024,4,10,-0.9,-14.8,0.0
Patrick Beverley,MIL,2024,6,210,11.5,0.8,0.1
Goga Bitadze,ORL,2024,2,10,-0.4,-5.3,0.0
Anthony Black,ORL,2024,2,11,16.2,-1.1,0.0
Bojan BogdanoviÄ,NYK,2024,4,51,10.3,-1.5,0.0
Bol Bol,PHO,2024,3,13,5.6,-6.8,0.0
Devin Booker,PHO,2024,4,166,22.2,4.5,0.3
Brandon Boston Jr.,LAC,2024,3,10,16.0,-0.8,0.0
Christian Braun,DEN,2024,12,204,10.0,-2.2,0.0
Oshae Brissett,BOS,2024,10,55,15.3,2.7,0.1
Jaylen Brown,BOS,2024,19,707,19.1,1.8,0.7
Kendall Brown,IND,2024,7,25,-2.2,-12.2,-0.1
Kobe Brown,LAC,2024,3,10,3.9,-4.7,0.0
Jalen Brunson,NYK,2024,13,518,22.1,3.8,0.8
Thomas Bryant,MIA,2024,2,18,23.4,4.4,0.0
Alec Burks,NYK,2024,6,121,26.5,8.3,0.3
Kentavious Caldwell-Pope,DEN,2024,12,420,8.4,-1.4,0.1
Wendell Carter Jr.,ORL,2024,7,185,10.5,-0.2,0.1
Amir Coffey,LAC,2024,6,112,1.2,-7.1,-0.1
Mike Conley,MIN,2024,15,474,15.0,2.8,0.6
Pat Connaughton,MIL,2024,6,124,11.7,0.5,0.1
Jae Crowder,MIL,2024,4,42,5.5,-7.8,-0.1
Dyson Daniels,NOP,2024,3,17,4.4,-4.6,0.0
Anthony Davis,LAL,2024,5,208,26.9,7.3,0.5
Mamadi Diakite,NYK,2024,4,15,2.1,-8.0,0.0
Ousmane Dieng,OKC,2024,4,7,5.4,-4.8,0.0
Spencer Dinwiddie,LAL,2024,5,73,7.5,-1.5,0.0
Donte DiVincenzo,NYK,2024,13,466,15.7,2.0,0.5
Luka DonÄiÄ,DAL,2024,22,900,22.5,7.6,2.2
Luguentz Dort,OKC,2024,10,350,9.6,-0.5,0.1
Kevin Durant,PHO,2024,4,168,20.9,3.8,0.2
Anthony Edwards,MIN,2024,16,649,22.5,6.7,1.4
Joel Embiid,PHI,2024,6,248,26.3,8.4,0.7
Drew Eubanks,PHO,2024,3,37,13.1,-1.7,0.0
Dante Exum,DAL,2024,21,144,7.7,-3.1,0.0
Markelle Fultz,ORL,2024,7,106,12.6,-1.6,0.0
Daniel Gafford,DAL,2024,22,445,20.4,2.7,0.5
Danilo Gallinari,MIL,2024,3,37,11.5,-4.0,0.0
Darius Garland,CLE,2024,12,432,12.4,-0.9,0.1
Luka Garza,MIN,2024,7,26,48.4,24.3,0.2
Paul George,LAC,2024,6,222,16.1,3.2,0.3
Josh Giddey,OKC,2024,10,181,14.8,2.3,0.2
Shai Gilgeous-Alexander,OKC,2024,10,399,25.5,9.2,1.1
